Timestamp, GPU Util (%), Memory Used (MiB), Power (W)
2025-03-25 15:45:49, 0,, 21,, 39.10
2025-03-25 15:45:59, 36,, 4179,, 54.51
2025-03-25 15:46:09, 79,, 10563,, 179.88
2025-03-25 15:46:19, 89,, 10563,, 197.35
2025-03-25 15:46:29, 89,, 10563,, 211.09
2025-03-25 15:46:39, 78,, 10563,, 186.59
2025-03-25 15:46:49, 81,, 10563,, 209.32
2025-03-25 15:46:59, 76,, 10563,, 207.40
2025-03-25 15:47:09, 79,, 10565,, 191.26
2025-03-25 15:47:19, 81,, 10565,, 226.08
2025-03-25 15:47:29, 78,, 10565,, 207.40
2025-03-25 15:47:39, 88,, 10567,, 200.84
2025-03-25 15:47:49, 81,, 10567,, 226.40
2025-03-25 15:47:59, 70,, 10567,, 222.10
2025-03-25 15:48:09, 76,, 10567,, 212.53
2025-03-25 15:48:19, 80,, 10567,, 223.53
2025-03-25 15:48:29, 88,, 10567,, 224.97
2025-03-25 15:48:39, 76,, 10567,, 208.22
2025-03-25 15:48:49, 77,, 10567,, 210.14
2025-03-25 15:48:59, 76,, 10567,, 207.40
2025-03-25 15:49:09, 84,, 10567,, 208.56
2025-03-25 15:49:20, 89,, 10567,, 219.23
2025-03-25 15:49:30, 84,, 10567,, 202.96
2025-03-25 15:49:40, 81,, 10567,, 165.61
2025-03-25 15:49:50, 81,, 10567,, 227.05
2025-03-25 15:50:00, 73,, 10567,, 204.40
2025-03-25 15:50:10, 82,, 10567,, 220.04
2025-03-25 15:50:20, 78,, 10567,, 224.01
2025-03-25 15:50:30, 82,, 10567,, 205.08
2025-03-25 15:50:40, 77,, 10567,, 222.28
2025-03-25 15:50:50, 82,, 10567,, 197.57
2025-03-25 15:51:00, 79,, 10567,, 231.65
2025-03-25 15:51:10, 81,, 10567,, 215.54
2025-03-25 15:51:20, 81,, 10567,, 213.06
2025-03-25 15:51:30, 88,, 10567,, 247.43
2025-03-25 15:51:40, 80,, 10567,, 216.36
2025-03-25 15:51:50, 80,, 10567,, 232.94
2025-03-25 15:52:00, 82,, 10567,, 223.05
2025-03-25 15:52:10, 76,, 10567,, 212.05
2025-03-25 15:52:20, 56,, 10567,, 177.84
2025-03-25 15:52:30, 82,, 10567,, 238.68
2025-03-25 15:52:40, 81,, 10567,, 212.39
2025-03-25 15:52:50, 80,, 10567,, 202.96
2025-03-25 15:53:00, 83,, 10567,, 165.02
2025-03-25 15:53:10, 80,, 10567,, 223.86
2025-03-25 15:53:20, 77,, 10567,, 230.71
2025-03-25 15:53:31, 80,, 10567,, 233.74
2025-03-25 15:53:41, 81,, 10567,, 238.84
2025-03-25 15:53:51, 92,, 10567,, 222.87
2025-03-25 15:54:01, 79,, 10567,, 202.62
2025-03-25 15:54:11, 81,, 10567,, 211.57
2025-03-25 15:54:21, 82,, 10567,, 172.21
2025-03-25 15:54:31, 64,, 10567,, 211.57
2025-03-25 15:54:41, 78,, 10567,, 230.86
2025-03-25 15:54:51, 82,, 10567,, 216.36
2025-03-25 15:55:01, 70,, 10567,, 171.98
2025-03-25 15:55:11, 81,, 10567,, 212.19
2025-03-25 15:55:21, 81,, 10567,, 219.71
2025-03-25 15:55:31, 82,, 10567,, 224.34
2025-03-25 15:55:41, 70,, 10567,, 229.27
2025-03-25 15:55:51, 78,, 10567,, 217.17
2025-03-25 15:56:01, 75,, 10567,, 235.34
2025-03-25 15:56:11, 75,, 10567,, 170.18
2025-03-25 15:56:21, 85,, 10567,, 240.12
2025-03-25 15:56:31, 82,, 10567,, 228.14
2025-03-25 15:56:41, 77,, 10567,, 222.39
2025-03-25 15:56:51, 77,, 10567,, 231.66
2025-03-25 15:57:01, 77,, 10567,, 226.40
2025-03-25 15:57:11, 77,, 10567,, 219.08
2025-03-25 15:57:21, 82,, 10567,, 216.36
2025-03-25 15:57:32, 90,, 10567,, 227.21
2025-03-25 15:57:42, 78,, 10567,, 220.66
2025-03-25 15:58:36, 81,, 10567,, 193.04
2025-03-25 15:58:46, 77,, 10567,, 213.49
2025-03-25 15:58:56, 81,, 10567,, 203.17
2025-03-25 15:59:06, 84,, 10567,, 243.78
2025-03-25 15:59:16, 78,, 10567,, 230.72
2025-03-25 15:59:26, 90,, 10567,, 235.17
2025-03-25 15:59:36, 80,, 10567,, 227.23
2025-03-25 15:59:46, 80,, 10567,, 208.98
2025-03-25 15:59:56, 87,, 10567,, 206.17
2025-03-25 16:00:06, 79,, 10567,, 195.31
2025-03-25 16:00:16, 77,, 10567,, 171.62
2025-03-25 16:00:26, 79,, 10567,, 222.58
2025-03-25 16:00:36, 77,, 10567,, 207.74
2025-03-25 16:00:46, 81,, 10567,, 187.17
2025-03-25 16:00:57, 82,, 10567,, 233.27
2025-03-25 16:01:07, 82,, 10567,, 210.67
2025-03-25 16:01:17, 89,, 10567,, 241.23
2025-03-25 16:01:27, 79,, 10567,, 231.35
2025-03-25 16:01:37, 82,, 10567,, 199.61
