Timestamp, GPU Util (%), Memory Used (MiB), Power (W)
2025-03-25 15:31:36, 0,, 21,, 42.50
2025-03-25 15:31:46, 0,, 10425,, 57.39
2025-03-25 15:31:56, 91,, 10563,, 184.78
2025-03-25 15:32:06, 80,, 10563,, 196.48
2025-03-25 15:32:16, 88,, 10563,, 203.10
2025-03-25 15:32:26, 79,, 10565,, 218.08
2025-03-25 15:32:36, 83,, 10567,, 204.26
2025-03-25 15:32:46, 93,, 10567,, 207.54
2025-03-25 15:32:56, 90,, 10567,, 222.58
2025-03-25 15:33:06, 83,, 10567,, 215.88
2025-03-25 15:33:16, 80,, 10567,, 201.18
2025-03-25 15:33:26, 82,, 10567,, 220.00
2025-03-25 15:33:36, 80,, 10567,, 220.81
2025-03-25 15:33:47, 80,, 10567,, 237.41
2025-03-25 15:33:57, 83,, 10567,, 189.09
2025-03-25 15:34:07, 82,, 10567,, 229.12
2025-03-25 15:34:17, 77,, 10567,, 236.93
2025-03-25 15:34:27, 79,, 10567,, 227.21
2025-03-25 15:34:37, 83,, 10567,, 160.12
2025-03-25 15:34:47, 82,, 10567,, 244.26
2025-03-25 15:34:57, 72,, 10567,, 201.32
2025-03-25 15:35:07, 82,, 10567,, 208.70
2025-03-25 15:35:17, 80,, 10567,, 212.05
2025-03-25 15:35:27, 77,, 10567,, 237.88
2025-03-25 15:35:37, 78,, 10567,, 235.33
2025-03-25 15:35:47, 81,, 10567,, 220.48
2025-03-25 15:35:57, 80,, 10567,, 228.34
2025-03-25 15:36:07, 91,, 10567,, 220.15
2025-03-25 15:36:17, 84,, 10567,, 222.58
2025-03-25 15:36:27, 78,, 10567,, 213.29
2025-03-25 15:36:37, 81,, 10567,, 226.88
2025-03-25 15:36:47, 82,, 10567,, 222.43
2025-03-25 15:36:57, 77,, 10567,, 223.05
2025-03-25 15:37:07, 74,, 10567,, 179.76
2025-03-25 15:37:17, 78,, 10567,, 217.31
2025-03-25 15:37:27, 85,, 10567,, 218.27
2025-03-25 15:37:37, 83,, 10567,, 221.80
